,评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析,locations
2126,24年07月07日 16:49,哇哦！这个对我这种不会剪辑的人来说真的太友好了,来自江西,哇哦！这个对我这种不会剪辑的人来说真的太友好了,北京 东城区,女,0.4874476347234695,来自江西
2127,24年07月07日 16:40,听说这个平台的剧情写作模块相当智能,来自江西,听说这个平台的剧情写作模块相当智能,北京 东城区,女,0.4292383159155089,来自江西
2128,24年07月07日 16:38,哇！终于有人能解决我做视频的痛点了,来自贵州,哇！终于有人能解决我做视频的痛点了,北京,女,0.6395771652440584,来自贵州
2129,24年07月07日 16:38,感觉以后短视频博主会很多,来自辽宁,感觉以后短视频博主会很多,北京 东城区,女,0.7787870798875074,来自辽宁
2130,24年07月07日 16:34,图层可控编辑等功能于一身，太棒了！,来自安徽,图层可控编辑等功能于一身，太棒了！,北京 东城区,女,0.9953512752327892,来自安徽
2131,24年07月07日 16:22,这么方便的吗,来自山东,这么方便的吗,北京 东城区,女,0.5262327818078083,来自山东
2132,24年07月07日 16:20,请问这个AI视频制作是针对个人的还是企业级的,来自安徽,请问这个AI视频制作是针对个人的还是企业级的,北京 东城区,女,0.13546242848334078,来自安徽
2133,24年07月07日 16:11,这个对于短视频创作者来说太友好了吧,来自广东,这个对于短视频创作者来说太友好了吧,北京 东城区,女,0.8339088736128766,来自广东
2134,24年07月07日 16:53,这个AI视频制作会不会影响到那些专业的影视人员呢,来自江苏,这个AI视频制作会不会影响到那些专业的影视人员呢,北京 东城区,女,0.07280212649209605,来自江苏
2135,24年07月07日 16:19,看起来很好用的样子呀！感觉这种功能对于办公效率来说特别有帮助！,来自贵州,看起来很好用的样子呀！感觉这种功能对于办公效率来说特别有帮助！,北京 东城区,女,0.9967922272176213,来自贵州
2136,24年07月05日 19:14,全世界或许能找到第二个人，但是肯定找不到第三个,来自江苏,全世界或许能找到第二个人，但是肯定找不到第三个,北京 东城区,女,0.2776658864297421,来自江苏
2137,24年07月05日 19:14,有没有专业人士介绍一下这个数据的实用性,来自辽宁,有没有专业人士介绍一下这个数据的实用性,北京 东城区,女,0.554613737219026,来自辽宁
2138,24年07月05日 19:13,这玩意儿能拿来干嘛,来自江苏,这玩意儿能拿来干嘛,北京,女,0.159858112830912,来自江苏
2139,24年07月05日 19:12,这算是揭开神秘的商代文明面纱了,来自广东,这算是揭开神秘的商代文明面纱了,北京 东城区,女,0.9999102460423069,来自广东
2140,24年07月05日 19:12,是不是意味着我们可以看到更多关于古代文字的研究进展了,来自贵州,是不是意味着我们可以看到更多关于古代文字的研究进展了,北京 东城区,女,0.9980023521119822,来自贵州
2141,24年07月05日 19:09,这个能用于考古学研究不,来自云南,这个能用于考古学研究不,北京 东城区,女,0.6488890419567478,来自云南
2142,24年07月05日 19:08,支持开放商！这个数据集合听起来很有用的样子,来自贵州,支持开放商！这个数据集合听起来很有用的样子,北京 东城区,女,0.9926479496549226,来自贵州
2143,24年07月05日 19:03,这个开源好赞啊！,来自江西,这个开源好赞啊！,北京 东城区,女,0.945249731976582,来自江西
2144,24年07月05日 19:00,这个能用到书法研究上么,来自福建,这个能用到书法研究上么,北京 东城区,女,0.9655589660650112,来自福建
2145,24年07月05日 19:00,这个开放会不会刺激到古文字研究领域呢,来自广东,这个开放会不会刺激到古文字研究领域呢,北京 东城区,女,0.9992788739509607,来自广东
2146,24年07月05日 18:57,数据集开源，人工智能研究者们迎来黄金时间了！💡👏,来自云南,数据集开源，人工智能研究者们迎来黄金时间了！💡👏,北京 东城区,女,0.6120912878972685,来自云南
2147,24年07月05日 18:56,有没有可能把这个技术应用到古籍保护上呢,来自辽宁,有没有可能把这个技术应用到古籍保护上呢,北京 东城区,女,0.7152524626412162,来自辽宁
2148,24年07月05日 18:54,这个开放以后是不是学古文会更容易呀,来自贵州,这个开放以后是不是学古文会更容易呀,北京 东城区,女,0.9071189299723179,来自贵州
2149,24年07月05日 18:53,这对我这种甲骨文爱好者来说太友好了,来自贵州,这对我这种甲骨文爱好者来说太友好了,北京 东城区,女,0.8601465561946798,来自贵州
2150,24年07月05日 18:53,哇哦！这个对我的古文研究帮助应该很大,来自云南,哇哦！这个对我的古文研究帮助应该很大,北京 东城区,女,0.9214663655298919,来自云南
2151,24年07月05日 18:52,这个对我们学古汉语的好有帮助,来自广东,这个对我们学古汉语的好有帮助,北京 东城区,女,0.9914767479065489,来自广东
2152,24年07月05日 18:52,这数据集会推动甲骨文的普及么,来自广东,这数据集会推动甲骨文的普及么,北京 东城区,女,0.9693359079032078,来自广东
2153,24年07月05日 18:51,有没有可能把这个应用到古文字领域,来自广东,有没有可能把这个应用到古文字领域,北京 东城区,女,0.9803065283397718,来自广东
2154,24年07月05日 18:50,这是要颠覆历史了吗？,来自安徽,这是要颠覆历史了吗？,北京 东城区,女,0.9961929031167341,来自安徽
2155,24年07月05日 18:49,这应该会对研究商朝历史的人有帮助吧,来自河北,这应该会对研究商朝历史的人有帮助吧,北京 东城区,女,0.9628255022035044,来自河北
2156,24年07月05日 18:46,这对我学古文应该很有帮助,来自江西,这对我学古文应该很有帮助,北京 东城区,女,0.8983497246049714,来自江西
2157,24年07月05日 18:45,哇！这对我这种古文字爱好者来说简直是福音,来自辽宁,哇！这对我这种古文字爱好者来说简直是福音,北京 东城区,女,0.9633095351459098,来自辽宁
2158,24年07月05日 18:42,这个数据集成里有没有图呢？我想研究一下甲骨文的图像识别技术,来自安徽,这个数据集成里有没有图呢？我想研究一下甲骨文的图像识别技术,北京 东城区,女,0.4192105401765377,来自安徽
2159,24年07月05日 18:42,这对我来说简直是天大的福音,来自广东,这对我来说简直是天大的福音,北京 东城区,女,0.6327378403772848,来自广东
2160,24年07月05日 18:42,AI现在真的是越来越多了 我也要跟上潮流,来自辽宁,AI现在真的是越来越多了 我也要跟上潮流,北京 东城区,女,0.7934754494942825,来自辽宁
2161,24年07月05日 18:41,哇！这对学者来说真是太棒了,来自广东,哇！这对学者来说真是太棒了,北京 东城区,女,0.9964239861881511,来自广东
2162,24年07月05日 18:41,这个会对古汉语研究有帮助么,来自天津,这个会对古汉语研究有帮助么,北京,女,0.9917237891723861,来自天津
2163,24年07月05日 18:40,哇哦！这对我这种历史学爱好者来说太友好了,来自辽宁,哇哦！这对我这种历史学爱好者来说太友好了,北京 东城区,女,0.6258941062024221,来自辽宁
2164,24年07月05日 18:39,这个对于研究古代汉语应该很有帮助吧,来自福建,这个对于研究古代汉语应该很有帮助吧,北京 东城区,女,0.9990960145251698,来自福建
2165,24年07月05日 18:33,"这个真的厉害啊 真的是太厉害了 这个数据集真的是可以呀 家人们<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自云南,这个真的厉害啊 真的是太厉害了 这个数据集真的是可以呀 家人们[打call],北京 东城区,女,0.49931268894081093,来自云南
2166,24年07月05日 18:32,这个对我们学古汉语的有帮助么,来自广东,这个对我们学古汉语的有帮助么,北京 东城区,女,0.9854644229931705,来自广东
2167,24年07月05日 18:30,这个开源好啊 这个数据真的很大 超级棒,来自贵州,这个开源好啊 这个数据真的很大 超级棒,北京 东城区,女,0.9586041997105285,来自贵州
2168,24年07月05日 18:28,这个数据集对我的博士研究应该很有帮助,来自广东,这个数据集对我的博士研究应该很有帮助,北京 东城区,女,0.9949276838631869,来自广东
2169,24年07月05日 18:28,请问这个数据和集怎么获取呢,来自云南,请问这个数据和集怎么获取呢,北京 东城区,女,0.18803403714998645,来自云南
2170,24年07月05日 18:25,这个开放了就好了,来自山东,这个开放了就好了,北京 东城区,女,0.8159227668848872,来自山东
2171,24年07月05日 18:23,"这数据够我用一辈子了<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自广东,这数据够我用一辈子了[笑cry],北京 东城区,女,0.9326061894994618,来自广东
2172,24年07月05日 18:23,人类虽然发明了电脑，但是真的有可能被电脑淘汰,来自江西,人类虽然发明了电脑，但是真的有可能被电脑淘汰,北京 东城区,女,0.9087524312388728,来自江西
2173,24年07月05日 18:23,这个数据的开放对我们这种考古爱好者来说真是太友好了,来自广东,这个数据的开放对我们这种考古爱好者来说真是太友好了,北京 东城区,女,0.94216220213638,来自广东
2174,24年07月05日 18:23,大数据终于实现了对人类智慧的一种模拟,来自江西,大数据终于实现了对人类智慧的一种模拟,北京 东城区,女,0.9992854115510588,来自江西
2175,24年07月05日 18:22,这次开源是甲骨文发展的巨大推动力,来自江西,这次开源是甲骨文发展的巨大推动力,北京 东城区,女,0.9613788392125565,来自江西
2176,24年07月05日 18:20,科技改变生活那 真是越来越高科技了 好神奇的感觉,来自江苏,科技改变生活那 真是越来越高科技了 好神奇的感觉,北京 东城区,女,0.9997471283627928,来自江苏
2177,24年07月05日 18:20,看标题就能感受到这个数据集的意义，相当给力,来自山东,看标题就能感受到这个数据集的意义，相当给力,北京 东城区,女,0.8344085651714387,来自山东
2178,24年07月05日 18:19,哇哦！这对我这种古汉语爱好者来说太友好了,来自云南,哇哦！这对我这种古汉语爱好者来说太友好了,北京 东城区,女,0.9787564642638235,来自云南
2179,24年07月05日 19:05,这个数据合集对于研究古代文明很有帮助吧,来自江苏,这个数据合集对于研究古代文明很有帮助吧,北京 东城区,女,0.9984280639850742,来自江苏
2180,24年07月05日 18:58,这将是古汉语研究的大突破,来自天津,这将是古汉语研究的大突破,北京,女,0.9991568290973181,来自天津
2181,24年07月05日 18:26,这个新版本有什么不一样嘛,来自江苏,这个新版本有什么不一样嘛,北京,女,0.6014193594584475,来自江苏
2182,24年07月05日 18:25,"可能是下一个热门话题<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自辽宁,可能是下一个热门话题[打call],北京 东城区,女,0.8985001838121802,来自辽宁
2183,24年07月05日 18:24,这个新模用在哪个平台上啊,来自江西,这个新模用在哪个平台上啊,北京 东城区,女,0.5809074655700265,来自江西
2184,24年07月05日 18:23,好奇这个版本的gpt有什么不同,来自广东,好奇这个版本的gpt有什么不同,北京 东城区,女,0.8447733843369479,来自广东
2185,24年07月05日 18:22,高级实时语音模式的免费 看起来非常不错,来自河北,高级实时语音模式的免费 看起来非常不错,北京 东城区,女,0.9841230486387285,来自河北
2186,24年07月05日 18:20,哇哦！终于看到openai的新闻了,来自江苏,哇哦！终于看到openai的新闻了,北京 东城区,女,0.8085989020806382,来自江苏
2187,24年07月05日 18:14,这个新版本的gpt能解答生物医学领域的问题么,来自辽宁,这个新版本的gpt能解答生物医学领域的问题么,北京 东城区,女,0.999171545894886,来自辽宁
2188,24年07月05日 18:13,好先进！🔊,来自辽宁,好先进！🔊,北京 东城区,女,0.8066063397130072,来自辽宁
2189,24年07月05日 18:12,！🙌,来自辽宁,！🙌,北京 东城区,女,0.5,来自辽宁
2190,24年07月05日 18:12,这个新模型有什么特别之处嘛,来自云南,这个新模型有什么特别之处嘛,北京 东城区,女,0.941914020771649,来自云南
