评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析
24年07月04日 11:15,这个案子应该会对未来的ai作品的版权保护产生深远影响,来自贵州,这个案子应该会对未来的ai作品的版权保护产生深远影响,北京 东城区,女,0.857796291
24年07月04日 11:11,支持正能量艺人！,来自辽宁,支持正能量艺人！,北京 东城区,女,0.860286893
24年07月04日 11:11,这个案件太具代表性啦！,来自江西,这个案件太具代表性啦！,北京 东城区,女,0.978140511
24年07月04日 11:08,这案子如果赢了会影响以后ai作品的版权问题么,来自云南,这案子如果赢了会影响以后ai作品的版权问题么,北京 东城区,女,0.508269285
24年07月04日 11:08,这个案件应该会对未来的ai艺术创作产生深远影响,来自山东,这个案件应该会对未来的ai艺术创作产生深远影响,北京 东城区,女,0.99961863
24年07月04日 11:07,有没有可能和解,来自广东,有没有可能和解,北京 东城区,女,0.511316818
24年07月04日 11:06,支持正主！,来自云南,支持正主！,北京 东城区,女,0.772543493
24年07月04日 11:05,这个案子很有意义,来自广东,这个案子很有意义,北京 东城区,女,0.840129277
24年07月04日 11:04,"最近在追这部剧呢<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自四川,最近在追这部剧呢[哈哈],北京 东城区,女,0.97564063
24年07月04日 11:02,请问这个ai制作的视频能复制给我一份嘛,来自广东,请问这个ai制作的视频能复制给我一份嘛,北京 东城区,女,0.366968406
24年07月04日 11:02,有没有可能不判被告胜,来自江西,有没有可能不判被告胜,北京 东城区,女,0.307445604
24年07月04日 11:01,这案子要是赢了的话以后ai作品的版权应该会更受重视吧,来自云南,这案子要是赢了的话以后ai作品的版权应该会更受重视吧,北京 东城区,女,0.451264459
24年07月04日 10:55,支持正版,来自安徽,支持正版,北京 东城区,女,0.718486362
24年07月04日 10:55,支持陈坤！希望可以让那些盗版者有所顾忌,来自云南,支持陈坤！希望可以让那些盗版者有所顾忌,北京 东城区,女,0.90557937
24年07月04日 10:53,这案子会怎么判呢,来自云南,这案子会怎么判呢,北京 东城区,女,0.668087243
24年07月04日 10:53,这个案子可能会推动ai领域的立法进步,来自山东,这个案子可能会推动ai领域的立法进步,北京 东城区,女,0.998740818
24年07月04日 10:53,这个案例会推动我国数字艺术创作的保护进步吧,来自贵州,这个案例会推动我国数字艺术创作的保护进步吧,北京 东城区,女,0.999962272
24年07月04日 10:49,文刻创作居然敢抄袭，期待《山海奇镜》胜诉！😠,来自福建,文刻创作居然敢抄袭，期待《山海奇镜》胜诉！😠,北京 东城区,女,0.374075586
24年07月04日 10:49,如果我是陈坤，我也会保护《山海奇镜》的！💪,来自广东,如果我是陈坤，我也会保护《山海奇镜》的！💪,北京 东城区,女,0.710636129
24年07月04日 10:49,支持原创！支持KUN DADDY,来自广东,支持原创！支持KUN DADDY,北京 东城区,女,0.649346127
24年07月04日 10:47,这个案例有点复杂啊,来自安徽,这个案例有点复杂啊,北京 东城区,女,0.500187719
24年07月04日 10:46,支持原创作者！希望这个案例能推动相关法律完善,来自辽宁,支持原创作者！希望这个案例能推动相关法律完善,北京 东城区,女,0.997643222
24年07月04日 10:42,怎么感觉ai创作的影视作品以后会有大争斗呢,来自辽宁,怎么感觉ai创作的影视作品以后会有大争斗呢,北京 东城区,女,0.515918324
24年07月04日 10:39,支持陈坤！,来自江苏,支持陈坤！,北京 东城区,女,0.772832353
24年07月04日 10:39,这个案子好新鲜,来自辽宁,这个案子好新鲜,北京 东城区,女,0.784537315
24年07月04日 10:39,这案子能推动ai领域著作权法的进步么,来自江西,这案子能推动ai领域著作权法的进步么,北京 东城区,女,0.999954143
24年07月04日 10:36,有没有可能达成和解呢,来自云南,有没有可能达成和解呢,北京 东城区,女,0.307445604
24年07月04日 10:36,看了下原视频感觉确实很像,来自贵州,看了下原视频感觉确实很像,北京 东城区,女,0.850053511
24年07月04日 10:34,这个案子真的很有意义,来自江西,这个案子真的很有意义,北京 东城区,女,0.881441051
24年07月04日 10:33,请问这个ai制作的视频是直接在网上能看的还是怎么着,来自江西,请问这个ai制作的视频是直接在网上能看的还是怎么着,北京 东城区,女,0.175195901
24年07月04日 10:32,这个案子挺有意思,来自天津,这个案子挺有意思,北京,女,0.959045102
24年07月04日 10:31,AI技术越来越厉害了，陈坤的《山海奇镜》被抄袭好可惜😔,来自江西,AI技术越来越厉害了，陈坤的《山海奇镜》被抄袭好可惜😔,北京 东城区,女,0.39331809
24年07月04日 10:30,这个案件会给我们这些创作者带来什么样的启示呢,来自安徽,这个案件会给我们这些创作者带来什么样的启示呢,北京 东城区,女,0.994054768
24年07月04日 10:30,这个案件应该会对未来ai作品的版权界定产生重要影响,来自江西,这个案件应该会对未来ai作品的版权界定产生重要影响,北京 东城区,女,0.988200894
24年07月04日 10:27,这案子好新鲜,来自福建,这案子好新鲜,北京 东城区,女,0.784537315
24年07月04日 10:27,这案子结果怎么样啦,来自天津,这案子结果怎么样啦,北京,女,0.666666667
24年07月04日 10:26,这案子真新鲜,来自贵州,这案子真新鲜,北京 东城区,女,0.683431259
24年07月04日 10:26,听说这个电影是跟ai有关的,来自云南,听说这个电影是跟ai有关的,北京 东城区,女,0.818598936
24年07月04日 10:25,请问这个ai创作的影片会限制观看人数么,来自云南,请问这个ai创作的影片会限制观看人数么,北京 东城区,女,0.254334158
24年07月04日 10:24,其他,来自贵州,其他,北京 东城区,女,0.526232782
24年07月04日 10:23,这个案子会对未来ai作品的版权产生影响么,来自安徽,这个案子会对未来ai作品的版权产生影响么,北京 东城区,女,0.805240341
24年07月04日 10:22,这案子太有意思了吧,来自辽宁,这案子太有意思了吧,北京 东城区,女,0.813478696
24年07月04日 10:21,想看看这个电影,来自福建,想看看这个电影,北京 东城区,女,0.813812249
24年07月04日 12:04,这个新闻让我想入手新手机的欲望都减弱了,来自安徽,这个新闻让我想入手新手机的欲望都减弱了,北京 东城区,女,0.999576185
24年07月04日 12:01,华为撤出后，vivo和OPPO都在往越南靠拢,来自河北,华为撤出后，vivo和OPPO都在往越南靠拢,北京 东城区,女,0.807170616
24年07月04日 12:00,这个榜单准么,来自天津,这个榜单准么,北京,女,0.130472551
24年07月04日 11:59,中国手机和小米一样卷出来吧,来自贵州,中国手机和小米一样卷出来吧,北京 东城区,女,0.919456373
24年07月04日 11:58,苹果大力扶持谁会得益更多？🍏📈,来自江西,苹果大力扶持谁会得益更多？🍏📈,北京 东城区,女,0.979221228
24年07月04日 11:57,"没有华为，哪来的国内手机市场<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自河北,没有华为，哪来的国内手机市场[doge],北京 东城区,女,0.818559692
24年07月04日 11:54,哇哦！我的手机是印度的,来自安徽,哇哦！我的手机是印度的,北京 东城区,女,0.888874277
24年07月04日 11:54,有没有可能我国超越它们成为最大智能手机生产国啊,来自江苏,有没有可能我国超越它们成为最大智能手机生产国啊,北京 东城区,女,0.993384704
24年07月04日 11:54,这个报告的数据来源是?,来自广东,这个报告的数据来源是?,北京 东城区,女,0.928906066
24年07月04日 11:51,苹果公司的策略是正确的，大力支持越南和印度，这样不仅可以降低生产成本，还可以扩大业务版图,来自河北,苹果公司的策略是正确的，大力支持越南和印度，这样不仅可以降低生产成本，还可以扩大业务版图,北京 东城区,女,0.991858937
24年07月04日 11:51,中国手机品牌在国外挺受欢迎的吧,来自江西,中国手机品牌在国外挺受欢迎的吧,北京 东城区,女,0.93896943
24年07月04日 11:51,越南生产的苹果手机质量怎么样啊,来自江西,越南生产的苹果手机质量怎么样啊,北京 东城区,女,0.773545782
24年07月04日 11:48,为什么是前五年呢,来自云南,为什么是前五年呢,北京 东城区,女,0.647644275
24年07月04日 11:45,这个数据包括折叠屏手机和普通智能手机的吗,来自江苏,这个数据包括折叠屏手机和普通智能手机的吗,北京 东城区,女,0.790945384
24年07月04日 11:43,感觉这个报告在宣传vivo,来自山东,感觉这个报告在宣传vivo,北京 东城区,女,0.387528377
24年07月04日 11:41,这消息对于想入手新手机的我就犹如春风拂面,来自江西,这消息对于想入手新手机的我就犹如春风拂面,北京 东城区,女,0.946390962
24年07月04日 11:38,感觉未来智能手机产业的竞争会在东南亚国家之间发生,来自广东,感觉未来智能手机产业的竞争会在东南亚国家之间发生,北京 东城区,女,0.99655925
24年07月04日 11:38,都在比拼你追我赶呢！做好自己的事吧！提升自身竞争力，会更好发展,来自福建,都在比拼你追我赶呢！做好自己的事吧！提升自身竞争力，会更好发展,北京 东城区,女,0.982879371
24年07月04日 11:37,现在国产手机的竞争力也很强了,来自广东,现在国产手机的竞争力也很强了,北京 东城区,女,0.921526534
24年07月04日 11:35,国产手机的竞争力越来越强了,来自江苏,国产手机的竞争力越来越强了,北京 东城区,女,0.890755177
24年07月04日 11:34,支持国货！,来自广东,支持国货！,北京 东城区,女,0.71584348
24年07月04日 11:34,手机出口大战，越南vs印度，谁会赢？📱🔥,来自天津,手机出口大战，越南vs印度，谁会赢？📱🔥,北京,女,0.942403229
24年07月04日 11:33,希望华为继续加油，在高端新领域卷的更强，给苹果一点点压力来着。当然还得配合咱们国家政策，继续限制苹果,来自江西,希望华为继续加油，在高端新领域卷的更强，给苹果一点点压力来着。当然还得配合咱们国家政策，继续限制苹果,北京 东城区,女,0.999999034
24年07月04日 11:32,中国手机品牌的海外市场表现也很抢眼吧,来自安徽,中国手机品牌的海外市场表现也很抢眼吧,北京 东城区,女,0.999529935
24年07月04日 11:27,"这新闻看起来像是我朋友在刷<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自江苏,这新闻看起来像是我朋友在刷[笑cry],北京 东城区,女,0.708345423
24年07月04日 11:24,感觉中国手机品牌的出海还有很大的空间,来自福建,感觉中国手机品牌的出海还有很大的空间,北京 东城区,女,0.982271108
24年07月04日 11:23,想了解一下那款适合送给爸妈,来自广东,想了解一下那款适合送给爸妈,北京 东城区,女,0.917537136
24年07月04日 11:20,中国这么多智能手机厂商怎么就不思进取呢,来自江西,中国这么多智能手机厂商怎么就不思进取呢,北京 东城区,女,0.305153798
24年07月04日 11:19,想了解一下哪款手机的配件最好卖,来自云南,想了解一下哪款手机的配件最好卖,北京 东城区,女,0.480580508
24年07月04日 11:19,越南和印度都是我们的合作伙伴，希望他们能共同努力，为我们带来更多优质的产品和服务,来自福建,越南和印度都是我们的合作伙伴，希望他们能共同努力，为我们带来更多优质的产品和服务,北京 东城区,女,0.76451545
24年07月04日 11:18,希望越南和印度能够更加努力，为中国创造更多的价值,来自江西,希望越南和印度能够更加努力，为中国创造更多的价值,北京 东城区,女,0.993503324
24年07月04日 11:17,有没有可能把智能手机产业链转移到中国,来自辽宁,有没有可能把智能手机产业链转移到中国,北京 东城区,女,0.845559416
24年07月04日 11:16,"中低端机出口还得靠印度啊<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" /><img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自天津,中低端机出口还得靠印度啊[嘻嘻][嘻嘻],北京,女,0.999500573
24年07月04日 11:16,感觉中国制造业要加油了,来自江西,感觉中国制造业要加油了,北京 东城区,女,0.979024428
